Country,Year,Date,Holiday_Name,Local_Name,Type,Description
GB,2027,2027-04-30,Orthodox Good Friday,,"Observance, Orthodox","Many Orthodox Christians in the United Kingdom remember the events leading up to Jesus Christ's crucifixion on Great Friday, also known as Holy Friday."
GB,2027,2027-05-01,Orthodox Holy Saturday,,"Observance, Orthodox",Many Orthodox Christians in the United Kingdom remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.
GB,2027,2027-05-02,Orthodox Easter,,"Observance, Orthodox","Many Orthodox Christians in the United Kingdom commemorate Jesus Christ’s resurrection on Easter Day, also known as Pascha."
GB,2027,2027-05-03,Early May Bank Holiday,,National holiday,"May Day, or the Early May Bank holiday, is on the first Monday of May each year."
GB,2027,2027-05-03,Orthodox Easter Monday,,"Observance, Orthodox",Many Orthodox churches in the United Kingdom observe Easter Monday on the day after the Orthodox Easter Sunday date.
GB,2027,2027-05-04,Yom HaShoah,,"Observance, Hebrew","Yom Hashoah, held on the 27th day of the month of Nisan, remembers the Holocaust victims who died during World War II."
GB,2027,2027-05-06,Ascension Day,,"Observance, Christian","Ascension Day is the 40th day of Easter and commemorates Jesus Christ’s ascension into heaven, according to Christian belief."
GB,2027,2027-05-12,Yom HaAtzmaut,,"Observance, Hebrew","Celebrated on the fifth day of the Jewish month of Iyar, Yom Ha’Atzmaut is Israel’s Independence Day."
GB,2027,2027-05-16,Pentecost,,"Observance, Christian","Many Christians in the United Kingdom observe Pentecost, also known as Whitsunday or Whit Sunday."
GB,2027,2027-05-17,Eid al-Adha,,"Observance, Muslim",Eid ul-Adha is an Islamic festival to remember Ibrahim's willingness to sacrifice his son to God.
GB,2027,2027-05-17,Whit Monday,,"Observance, Christian","Whit Monday is a Christian observance also known as Pentecost Monday. It is the day after Pentecost, or Whitsunday."
GB,2027,2027-05-23,Trinity Sunday,,"Observance, Christian","Trinity Sunday, which is the first Sunday after Pentecost, is a Christian feast that is observed in many churches in the United Kingdom."
GB,2027,2027-05-25,Lag B'Omer,,"Observance, Hebrew",Jewish people observe Lag BaOmer on the 18th day of the month of Iyar in the Jewish calendar.
GB,2027,2027-05-27,Corpus Christi,,"Observance, Christian",Corpus Christi is a Christian observance that honors the Holy Eucharist.
GB,2027,2027-05-31,Spring Bank Holiday,,National holiday,The spring bank holiday in the United Kingdom is on the last Monday of May each year.
GB,2027,2027-06-06,Muharram/Islamic New Year,,"Observance, Muslim","The first day of Muharram, which is the first month in the Islamic calendar, marks the Islamic New Year."
GB,2027,2027-06-11,Shavuot,,"Observance, Hebrew","Shavuot, also known as the Festival of Weeks, is one of three major Jewish festivals celebrated among Jewish people in the UK."
GB,2027,2027-06-15,Ashura,,"Observance, Muslim","On Ashura, many Muslims commemorate the martyrdom of Imam Husayn ibn Ali."
GB,2027,2027-06-19,King's Birthday,,Observance,The King’s birthday is an annual public holiday in Australia celebrating the official birthday of King Charles III.
GB,2027,2027-06-20,Father's Day,,Observance,Father's Day in the United Kingdom honors fathers and celebrates fatherhood.
GB,2027,2027-06-22,Windrush Day,,Observance,Windrush Day is an annual observance in the UK honoring the British Caribbean community.
GB,2027,2027-08-12,Tisha B'Av,,"Observance, Hebrew","Tisha B’Av is a Jewish day of mourning, which falls on the ninth day of the month of Av in the Jewish calendar."
GB,2027,2027-08-15,Assumption of Mary,,"Observance, Christian",The feast of the Dormition or Assumption of the Blessed Virgin Mary is celebrated by some Christian denominations in the United Kingdom on August 15.
GB,2027,2027-08-15,Milad un Nabi (Mawlid),,"Observance, Muslim","Milad un Nabi, also called Mawlid, marks the birthday of prophet Muhammad."
GB,2027,2027-10-02,Rosh Hashana,,"Observance, Hebrew","Rosh Hashanah, also spelled Rosh Hashana, is commonly known as the Jewish New Year."
GB,2027,2027-10-04,Feast of St Francis of Assisi,,"Observance, Christian","Many churches in the United Kingdom celebrate the Feast of St Francis of Assisi to honor St Francis, the patron saint of animals and the environment, on October 4 each year."
GB,2027,2027-10-11,Yom Kippur,,"Observance, Hebrew",Yom Kippur is arguably the holiest of the Jewish holidays. It is celebrated in October or November.
GB,2027,2027-10-16,First day of Sukkot,,"Observance, Hebrew","Sukkot is a Jewish holiday lasting 7 days. It begins on the 15th of Tishrei, which falls into September or October."
GB,2027,2027-10-22,Hoshana Rabbah,,"Observance, Hebrew","Jewish people in the UK celebrate Hoshana Rabbah, also spelled Hoshana Raba, on the last day of the Sukkot festival."
GB,2027,2027-10-23,Shemini Atzeret,,"Observance, Hebrew","Shemini Atzeret, also spelled Shmini Atzeret, is a joyous Jewish holiday that immediately follows the Sukkot festival."
GB,2027,2027-10-24,Simchat Torah,,"Observance, Hebrew",Simchat Torah (Simchas Torah or Simhat Torah) is a Jewish holiday that celebrates the completion of the annual reading of the Torah.
GB,2027,2027-10-31,Halloween,,Observance,"Halloween is an observance celebrated at the end of October by holding parties, dressing up and going 'trick-or-treating'."
GB,2027,2027-11-01,All Saints' Day,,"Observance, Christian","Many Christians in the United Kingdom observe All Saints' Day, also known as All Hallows' Day, each year."
GB,2027,2027-11-02,All Souls' Day,,"Observance, Christian",All Souls’ Day is observed among some Christian communities in the United Kingdom on November 2 each year.
GB,2027,2027-11-05,Guy Fawkes Day,,Observance,"Guy Fawkes' Night, or Bonfire Night, commemorates the prevention of a plot to blow up the Houses of Parliament in London in 1605."
GB,2027,2027-11-14,Remembrance Sunday,,Observance,"The United Kingdom observes Remembrance Day to remember those who sacrificed their lives during wars and conflicts, including World War I."
GB,2027,2027-11-28,First Sunday of Advent,,"Observance, Christian",The first Sunday in Advent is the start of the liturgical or church year for many Christians as well as the Christmas season for people in the United Kingdom (UK).
GB,2027,2027-11-30,St Andrew's Day,,"Local holiday, Christian",St Andrew is the patron saint of Scotland and St Andrew's Day is a bank holiday in Scotland.
GB,2027,2027-12-08,Feast of the Immaculate Conception,,"Observance, Christian","The Feast of the Immaculate Conception celebrates the conception of Mary, mother of Jesus Christ, on December 8 each year."
GB,2027,2027-12-24,Christmas Eve,,"Observance, Christian","Christmas Eve is the day before Christmas Day. It is not a public holiday in England, Scotland, Wales or Northern Ireland."
GB,2027,2027-12-25,Christmas Day,,"National holiday, Christian",Christmas Day is a holiday that traditionally celebrates Jesus Christ's birth. It is on December 25 in the United Kingdom.
GB,2027,2027-12-25,First Day of Hanukkah,,"Observance, Hebrew",Jewish people around the world celebrate Hanukkah to commemorate an event traditionally termed the miracle of the cruse of oil.
GB,2027,2027-12-26,Boxing Day,,National holiday,Boxing Day is a holiday in the United Kingdom that falls on December 26 each year.
GB,2027,2027-12-26,Isra and Mi'raj,,"Observance, Muslim","Isra and Mi'raj marks the night when the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven, and returned."
GB,2027,2027-12-27,Substitute Bank Holiday for Christmas Day,,National holiday,"December 27 is a bank holiday in the United Kingdom only in some years, depending on which day Christmas Day or Boxing Day occur."
GB,2027,2027-12-28,Substitute Bank Holiday for Boxing Day,,National holiday,"December 28 is a bank holiday in the United Kingdom only in some years, depending on which day Christmas Day or Boxing Day occur."
GB,2027,2027-12-31,New Year's Eve,,Observance,"New Year's Eve, or Hogmanay in Scotland, is the last day of the year in the Gregorian calendar."
GB,2028,2028-01-01,Last day of Hanukkah,,"Observance, Hebrew",The eighth and last day of Hanukkah marks the end of a period in which Jews commemorate the miracle of the cruse of oil.
GB,2028,2028-01-01,New Year's Day,,National holiday,"New Year's Day marks the start of a new year in the Gregorian calendar, the official calendar used in the United Kingdom."
GB,2028,2028-01-03,New Year's Day observed,,National holiday,"New Year's Day marks the start of a new year in the Gregorian calendar, the official calendar used in the United Kingdom."
GB,2028,2028-01-05,Twelfth Night,,"Observance, Christian",Twelfth Night is a observance and Christian holiday in the United Kingdom
GB,2028,2028-01-06,Epiphany,,"Observance, Christian",Epiphany marks the visit of the Magi to Jesus and celebrates the revelation of God incarnate as Jesus Christ.
GB,2028,2028-01-07,Orthodox Christmas Day,,"Observance, Orthodox",Orthodox Christians in the United Kingdom celebrate the Nativity of Christ (Jesus' birth) on the Orthodox Christmas Day.
GB,2028,2028-01-14,Orthodox New Year,,"Observance, Orthodox",Orthodox Christians in the United Kingdom mark the start of a new calendar year on either January 1 or 14 in the Gregorian calendar.
GB,2028,2028-01-26,Lunar New Year,,Observance,Lunar New Year in the United Kingdom (UK) marks the start of the New Year in the Chinese calendar.
GB,2028,2028-01-28,Ramadan Start,,"Observance, Muslim","Muslims in the United Kingdom welcome Ramadan as a period of fasting, self-evaluation, and spiritual growth."
GB,2028,2028-02-12,Tu B'Shevat (Arbor Day),,"Observance, Hebrew","Tu B’Shevat is known as the “New Year for Trees”, is one of the four Jewish New Years."
GB,2028,2028-02-14,Valentine's Day,,Observance,Valentine’s Day is celebrated in the UK as a day of love and falls on February 14 every year.
GB,2028,2028-02-22,Lailat al-Qadr,,"Observance, Muslim","Laylatul Qadr, the Night of Power, is the holiest day of the Islamic calendar year."
GB,2028,2028-02-27,Eid ul Fitr,,"Observance, Muslim",Eid ul-Fitr is a Muslim celebration that marks the end of the month-long fast of Ramadan.
GB,2028,2028-02-29,Carnival / Shrove Tuesday / Pancake Day,,"Observance, Christian",Shrove Tuesday is also known as Pancake Tuesday in the United Kingdom.
GB,2028,2028-03-01,Carnival / Ash Wednesday,,"Observance, Christian",Ash Wednesday is a Christian observance in the United Kingdom. It is the first day of Lent.
GB,2028,2028-03-01,St. David's Day,,"Local observance, Christian","People in Wales and Welsh communities around the world celebrate the life of their patron saint, St David, and the culture of their country on St David’s Day."
GB,2028,2028-03-12,Purim,,"Observance, Hebrew","Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther."
GB,2028,2028-03-17,St Patrick's Day,,"Local holiday, Christian","St Patrick's Day remembers the life and deeds of St Patrick, one of Ireland's patron saints. It also celebrates Irish culture."
GB,2028,2028-03-26,Mother's Day,,Observance,"Mother's Day, or Mothering Sunday, is traditionally a day to visit your mother church. It is now an occasion to bring gifts to your own mother."
GB,2028,2028-04-09,Palm Sunday,,"Observance, Christian",Palm Sunday in the United Kingdom celebrates Jesus Christ’s entry into Jerusalem. It is also the Sunday before Easter Sunday.
GB,2028,2028-04-11,First day of Passover,,"Observance, Hebrew",Passover marks the Israelites' liberation from slavery and their exodus from Egypt around 3000 years ago.
GB,2028,2028-04-13,Maundy Thursday,,"Observance, Christian",Many Christians in the United Kingdom celebrate Maundy Thursday on the Thursday before Good Friday.
GB,2028,2028-04-14,Good Friday,,"National holiday, Christian",Good Friday is just before Easter Sunday and is a public holiday in the United Kingdom.
GB,2028,2028-04-14,Orthodox Good Friday,,"Observance, Orthodox","Many Orthodox Christians in the United Kingdom remember the events leading up to Jesus Christ's crucifixion on Great Friday, also known as Holy Friday."
GB,2028,2028-04-15,Holy Saturday,,"Observance, Christian",Holy Saturday is the day before Easter Sunday in the United Kingdom.
GB,2028,2028-04-15,Orthodox Holy Saturday,,"Observance, Orthodox",Many Orthodox Christians in the United Kingdom remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.
GB,2028,2028-04-16,Easter Sunday,,"Observance, Christian",Easter Sunday commemorates Jesus Christ's resurrection. The Easter egg hunt is one of the most popular Easter traditions
GB,2028,2028-04-16,Orthodox Easter,,"Observance, Orthodox","Many Orthodox Christians in the United Kingdom commemorate Jesus Christ’s resurrection on Easter Day, also known as Pascha."
GB,2028,2028-04-17,Easter Monday,,"Christian, Common local holiday","Easter Monday is the day after Easter Sunday. It is a bank holiday in England, Wales and Northern Ireland but not in Scotland."
GB,2028,2028-04-17,Easter Monday,,"Local observance, Christian","Easter Monday is the day after Easter Sunday. It is a bank holiday in England, Wales and Northern Ireland but not in Scotland."
